"idx","arith_return"
215,-0.499999999998835
216,-0.99999999999989
217,-0.500000000001055
218,-0.499999999998835
219,-0.499999999998835
220,0.999999999997669
221,-0.999999999997669
222,0
223,-0.500000000001055
224,0
225,-0.500000000001055
226,0
227,1.00000000000211
228,0
229,-1.00000000000211
230,0
231,0.500000000001055
232,-0.500000000001055
233,0.500000000001055
234,-0.500000000001055
235,0
236,-0.499999999998835
237,-0.499999999998835
238,2.49999999999861
239,-0.499999999998835
240,-1.00000000000211
241,0.500000000001055
242,0
243,-1.99999999999978
244,0.500000000001055
245,0
246,1.99999999999978
247,-1.00000000000211
248,0.500000000001055
249,-1.49999999999872
250,-1.50000000000095
251,0.99999999999989
252,0.99999999999989
253,0
254,-0.499999999998835
255,-1.00000000000211
256,1.99999999999978
257,0
258,0
259,0.500000000001055
260,0
261,0
262,-0.500000000001055
263,1.00000000000211
264,-1.00000000000211
265,0.500000000001055
266,-0.500000000001055
267,1.00000000000211
268,-1.50000000000095
269,0.499999999998835
270,-0.999999999997669
271,0.999999999997669
272,0
273,-0.499999999998835
274,0.99999999999989
275,-0.500000000001055
276,-0.999999999997669
277,0
278,0
279,0
280,0.499999999998835
281,0
282,-0.499999999998835
283,0
284,0.499999999998835
285,-0.499999999998835
286,0
287,0.499999999998835
288,-0.499999999998835
289,0.999999999997669
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,-0.999999999997669
301,0
302,0
303,0
304,0
305,0
306,0
307,-0.500000000001055
308,0.500000000001055
309,-0.500000000001055
310,0.500000000001055
311,-1.00000000000211
312,1.00000000000211
313,0
314,0
315,0
316,0.999999999997669
317,-0.499999999998835
318,-0.499999999998835
319,-1.00000000000211
320,1.00000000000211
321,0
322,-0.500000000001055
323,0.500000000001055
324,-0.500000000001055
325,0
326,0
327,0.500000000001055
328,-0.500000000001055
329,-0.500000000001055
330,0
331,0
332,0
333,-1.99999999999978
334,0
335,0.500000000001055
336,1.49999999999872
337,0
338,-1.99999999999978
339,1.00000000000211
340,0.999999999997669
341,-0.999999999997669
342,0
343,0.999999999997669
344,0.500000000001055
345,-0.500000000001055
346,0
347,0.500000000001055
348,0.500000000001055
349,0
350,-1.00000000000211
351,0
352,-0.499999999998835
353,0
354,0
355,0.99999999999989
356,0.99999999999989
357,-0.99999999999989
358,0.500000000001055
359,0.499999999998835
360,-0.499999999998835
361,1.49999999999872
362,0.500000000001055
363,-1.99999999999978
364,1.99999999999978
365,-1.00000000000211
366,-0.499999999998835
367,0.99999999999989
368,-0.500000000001055
369,-0.999999999997669
370,0
371,0
372,0.499999999998835
373,0.499999999998835
374,0
375,-1.99999999999978
376,0
377,-0.499999999998835
378,-0.499999999998835
379,-1.00000000000211
380,1.50000000000095
381,0
382,-2.49999999999861
383,0
384,0.999999999997669
385,0
386,0
387,0
388,1.00000000000211
389,0.499999999998835
390,-0.499999999998835
391,0.499999999998835
392,-0.499999999998835
393,0
394,2.49999999999861
395,-0.499999999998835
396,0.999999999997669
397,0
398,1.00000000000211
399,-1.99999999999978
400,1.49999999999872
401,0.99999999999989
402,0.499999999998835
403,0
404,-0.999999999997669
405,0
406,0
407,-0.500000000001055
408,0
409,-0.500000000001055
410,1.00000000000211
411,0
412,0
413,1.99999999999978
414,-1.00000000000211
415,0.500000000001055
416,0.500000000001055
417,0.999999999997669
418,0.500000000001055
419,0.500000000001055
420,0.999999999997669
421,1.00000000000211
422,0
423,-2.50000000000083
424,1.49999999999872
425,1.50000000000095
426,-0.499999999998835
427,-1.99999999999978
428,0
429,0.499999999998835
430,-0.499999999998835
431,0
432,0.499999999998835
433,0
434,-1.99999999999978
435,0.499999999998835
436,0
437,1.50000000000095
438,0
439,-1.50000000000095
440,-0.999999999997669
441,0.999999999997669
442,0
443,1.00000000000211
444,-0.500000000001055
445,0
446,0.99999999999989
447,0
448,0.499999999998835
449,0.500000000001055
450,0
451,0
452,-0.500000000001055
453,0.500000000001055
454,-0.500000000001055
455,0
456,0.500000000001055
457,-0.500000000001055
458,0
459,0
460,1.00000000000211
461,0
462,0.999999999997669
463,1.99999999999978
464,0.500000000003276
465,-2.000000000002
466,1.49999999999872
467,2.50000000000306
468,-1.50000000000095
469,0
470,0.499999999998835
471,-0.499999999998835
472,1.50000000000095
473,0.99999999999989
474,-0.99999999999989
475,0.99999999999989
476,-0.99999999999989
477,0
478,0.499999999998835
479,0.500000000001055
480,-0.99999999999989
481,0.499999999998835
482,0
483,0.500000000001055
484,-0.99999999999989
485,0.499999999998835
486,0
487,-0.499999999998835
488,0
489,0
490,0
491,1.50000000000095
492,0
493,-0.500000000001055
494,0.500000000001055
495,-1.50000000000095
496,0
497,0.499999999998835
498,0
499,0.500000000001055
500,0.500000000001055
501,-1.00000000000211
502,0
503,-1.99999999999978
504,0.499999999998835
505,-0.499999999998835
506,0
507,1.00000000000211
508,0.999999999997669
509,0
510,-0.499999999998835
511,-0.499999999998835
512,0.499999999998835
513,0
514,0
515,0.499999999998835
516,0
517,-0.999999999997669
518,-1.00000000000211
519,0.499999999998835
520,0
521,0.500000000003276
522,-1.00000000000211
523,0
524,0
525,0
526,2.50000000000083
527,-2.50000000000083
528,1.50000000000095
529,-1.50000000000095
530,0.499999999998835
531,0.500000000003276
532,0.499999999998835
533,-0.499999999998835
534,0.999999999997669
535,0.500000000001055
536,0
537,-1.49999999999872
538,0
539,-2.22044604925031e-12
540,0.500000000001055
541,-0.499999999998835
542,0
543,0.499999999998835
544,-0.499999999998835
545,0.499999999998835
546,0.99999999999989
547,0
548,-0.500000000001055
549,0
550,0
551,1.00000000000211
552,0
553,-0.500000000001055
554,0
555,0.500000000001055
556,0.999999999997669
557,0
558,-0.999999999997669
559,-1.00000000000211
560,0
561,-0.499999999998835
562,0
563,0
564,0.499999999998835
565,0
566,0
567,-0.499999999998835
568,0
569,0.99999999999989
570,-0.500000000001055
571,0.500000000001055
572,0
573,-0.500000000001055
574,0.500000000001055
575,0
576,0
577,-0.500000000001055
578,0.500000000001055
579,0.500000000001055
580,-0.500000000001055
581,0
582,0.500000000001055
583,0
584,0.999999999997669
585,-0.499999999998835
586,-0.499999999998835
587,0
588,0
589,0.499999999998835
590,0
591,-0.499999999998835
592,0
593,-0.500000000001055
594,0.500000000001055
595,0
596,0
597,0
598,0
599,0
600,0
601,-1.50000000000095
602,0.499999999998835
603,0.500000000001055
604,-0.99999999999989
605,-1.50000000000095
606,0
607,0
608,-1.00000000000211
609,0
610,0.500000000003276
611,-0.500000000001055
612,0.99999999999989
613,-0.499999999998835
614,0.499999999998835
615,0
616,0
617,-0.99999999999989
618,0
619,-2.22044604925031e-12
620,1.00000000000211
621,0
622,0.499999999998835
623,-0.499999999998835
624,0
625,0
626,0.499999999998835
627,-1.50000000000095
628,1.00000000000211
629,0.499999999998835
630,-0.999999999997669
631,0.499999999998835
632,0
633,-0.499999999998835
634,0.999999999997669
635,-1.50000000000095
636,0
637,0
638,0.500000000003276
639,-0.500000000003276
640,0.500000000003276
641,-0.500000000003276
642,0
643,0
644,0.500000000003276
645,-0.500000000003276
646,0
647,0
648,0.500000000003276
649,-0.500000000003276
650,0.500000000003276
651,-1.00000000000211
652,1.00000000000211
653,-0.500000000003276
654,0.500000000003276
655,-0.500000000003276
656,0
657,0
658,0
659,0
660,1.00000000000211
661,0
662,0.499999999998835
663,-0.499999999998835
664,1.00000000000211
665,0
666,-1.00000000000211
667,0.499999999998835
668,0.500000000003276
669,0
670,0.499999999998835
671,0.499999999998835
672,-0.499999999998835
673,1.50000000000095
674,-1.00000000000211
675,0
676,1.00000000000211
677,-1.00000000000211
678,0
679,-0.499999999998835
680,0.499999999998835
681,0
682,0.500000000001055
683,-0.99999999999989
684,0
685,0.499999999998835
686,0.500000000001055
687,0.500000000001055
688,0
689,-1.00000000000211
690,0
691,1.00000000000211
692,1.99999999999978
693,0.499999999998835
694,2.49999999999861
695,-0.999999999997669
696,0
697,0.499999999998835
698,0.499999999998835
699,0
700,1.00000000000211
701,-1.00000000000211
702,0.500000000001055
703,0.99999999999989
704,-0.499999999998835
705,0
706,-0.500000000001055
707,0.500000000001055
708,-1.00000000000211
709,0.500000000001055
710,0.500000000001055
711,-0.500000000001055
712,0.500000000001055
713,0
714,-0.500000000001055
715,-0.500000000001055
716,1.99999999999978
717,0
718,1.00000000000211
719,1.49999999999872
720,1.99999999999978
721,-1.49999999999872
722,0.499999999998835
723,0.499999999998835
724,0
725,-0.499999999998835
726,-0.499999999998835
727,0
728,-1.50000000000095
729,0
730,0.499999999998835
731,1.50000000000095
732,-0.99999999999989
733,0.99999999999989
734,-0.99999999999989
735,0
736,-1.49999999999872
737,1.49999999999872
738,0
739,0.99999999999989
740,0.99999999999989
741,-1.49999999999872
742,0.499999999998835
743,0
744,0.499999999998835
745,0
746,-0.999999999997669
747,-1.00000000000211
748,-0.999999999997669
749,0.499999999998835
750,-0.99999999999989
751,0
752,-0.500000000001055
753,-0.499999999998835
754,0
755,0
756,-1.50000000000095
757,0
758,-0.499999999998835
759,-0.499999999998835
760,-1.00000000000211
761,0.500000000001055
762,0
763,1.49999999999872
764,0.500000000001055
765,0
766,-0.99999999999989
767,-1.50000000000095
768,2.50000000000083
769,-0.99999999999989
770,-0.99999999999989
771,1.99999999999978
772,0
773,-0.99999999999989
774,0
775,1.99999999999978
776,0
777,0.499999999998835
778,-0.999999999997669
779,-1.50000000000095
780,0.499999999998835
781,-2.49999999999861
782,0.99999999999989
783,1.49999999999872
784,-2.49999999999861
785,0.499999999998835
786,0.500000000001055
787,0
788,-0.500000000001055
789,1.99999999999978
790,-2.49999999999861
791,1.50000000000095
792,-1.00000000000211
793,1.50000000000095
794,0
795,0
796,0.499999999998835
797,-0.499999999998835
798,-0.99999999999989
799,-0.500000000001055
800,0
801,-0.999999999997669
802,0.499999999998835
803,-0.499999999998835
804,0
805,-3.00000000000189
806,-0.999999999997669
807,2.49999999999861
808,-0.99999999999989
809,0
810,0
811,0.99999999999989
812,-0.99999999999989
813,-0.99999999999989
814,-1.00000000000211
815,-3.99999999999956
816,1.99999999999978
817,1.00000000000211
818,-1.00000000000211
819,1.00000000000211
820,0
821,-0.500000000003276
822,-1.99999999999978
823,-0.999999999997669
824,0.499999999998835
825,-0.499999999998835
826,-1.00000000000211
827,-0.499999999998835
828,-1.50000000000095
829,-1.99999999999978
830,-0.999999999997669
831,0.999999999997669
832,0.500000000001055
833,-0.99999999999989
834,0.99999999999989
835,0.500000000001055
836,0.499999999998835
837,0.99999999999989
838,1.49999999999872
839,-1.49999999999872
840,-1.99999999999978
841,-1.49999999999872
842,1.49999999999872
843,-4.99999999999945
844,1.99999999999978
845,-0.99999999999989
846,-0.99999999999989
847,0.99999999999989
848,-0.99999999999989
849,1.50000000000095
850,1.49999999999872
851,1.99999999999978
852,0.500000000001055
853,0.999999999997669
854,0.500000000001055
855,0.99999999999989
856,-0.99999999999989
857,1.49999999999872
858,0
859,0
860,1.50000000000095
861,0.99999999999989
862,0.99999999999989
863,1.00000000000211
864,2.49999999999861
865,-2.99999999999967
866,-0.500000000001055
867,0.499999999998835
868,1.50000000000095
869,-0.499999999998835
870,1.00000000000211
871,0.499999999998835
872,-0.499999999998835
873,2.49999999999861
874,-0.99999999999989
875,0.99999999999989
876,0.499999999998835
877,0.500000000001055
878,-0.99999999999989
879,0.99999999999989
880,-0.99999999999989
881,-0.499999999998835
882,-0.500000000001055
883,0
884,-2.000000000002
885,-0.499999999998835
886,0.499999999998835
887,0
888,-1.50000000000095
889,-2.99999999999745
890,-1.99999999999978
891,0
892,1.99999999999978
893,-4.50000000000061
894,1.49999999999872
895,-0.499999999998835
896,-0.99999999999989
897,-1.49999999999872
898,-7.50000000000028
899,0.99999999999989
900,-11.000000000001
901,2.99999999999967
902,0
903,-0.99999999999989
904,-0.500000000001055
905,-1.49999999999872
906,1.99999999999978
907,0.500000000001055
908,-0.500000000001055
909,0.99999999999989
910,0.499999999998835
911,0.500000000001055
912,1.49999999999872
913,-0.499999999998835
914,0.99999999999989
915,-1.99999999999978
916,1.49999999999872
917,-2.49999999999861
918,-1.50000000000095
919,1.00000000000211
920,1.49999999999872
921,-0.99999999999989
922,-0.99999999999989
923,-0.99999999999989
924,1.99999999999978
925,-0.99999999999989
926,1.49999999999872
927,-0.499999999998835
928,0.499999999998835
929,-1.49999999999872
930,-1.49999999999872
931,-0.500000000001055
932,2.99999999999967
933,-0.499999999998835
934,-1.00000000000211
935,-8.49999999999795
936,-1.99999999999978
937,-5.00000000000167
938,0
939,-2.99999999999967
940,0.500000000001055
941,1.99999999999978
942,1.50000000000095
943,0.999999999997669
944,0.500000000003276
945,-1.00000000000211
946,0.499999999998835
947,-0.999999999997669
948,0.999999999997669
949,2.000000000002
950,0
951,-2.50000000000083
952,0.499999999998835
953,-1.99999999999978
954,-1.99999999999978
955,0
956,-0.99999999999989
957,2.99999999999967
958,1.50000000000095
959,-0.499999999998835
960,0.499999999998835
961,-0.499999999998835
962,1.49999999999872
963,-0.99999999999989
964,-0.499999999998835
965,0
966,1.50000000000095
967,-0.500000000003276
968,1.50000000000095
969,-0.499999999998835
970,1.99999999999978
971,-1.50000000000095
972,1.00000000000211
973,-0.500000000001055
974,0.500000000001055
975,0
976,1.49999999999872
977,-0.500000000001055
978,0.500000000001055
979,-0.99999999999989
980,-0.499999999998835
981,0
982,0
983,0
984,0
985,-0.500000000001055
986,-1.49999999999872
987,1.49999999999872
988,0
989,0
990,0.99999999999989
991,0.499999999998835
992,-1.49999999999872
993,0.500000000001055
994,0
995,-1.00000000000211
996,-0.499999999998835
997,-1.00000000000211
998,-0.999999999997669
999,0.999999999997669
1000,0
1001,0
1002,0.500000000003276
1003,0.999999999997669
1004,-0.999999999997669
1005,0.499999999998835
1006,-1.50000000000095
1007,0.499999999998835
1008,1.00000000000211
1009,0.499999999998835
1010,0
1011,0
1012,-1.99999999999978
1013,1.00000000000211
1014,1.49999999999872
1015,0
1016,0.99999999999989
1017,0
1018,1.99999999999978
1019,0.499999999998835
1020,-1.49999999999872
1021,0
1022,-1.49999999999872
1023,0
1024,0
1025,0
1026,-0.500000000001055
1027,-0.500000000001055
1028,1.00000000000211
1029,-0.500000000001055
1030,-1.49999999999872
1031,0
1032,0.999999999997669
1033,-0.99999999999989
1034,-1.49999999999872
1035,0.999999999997669
1036,1.00000000000211
1037,-0.499999999998835
1038,0.999999999997669
1039,-0.499999999998835
1040,0
1041,-0.499999999998835
1042,0.999999999997669
1043,0.500000000001055
1044,0
1045,0
1046,-0.500000000001055
1047,-0.499999999998835
1048,-0.499999999998835
1049,1.49999999999872
1050,1.49999999999872
1051,1.00000000000211
1052,0
1053,0
1054,1.99999999999978
1055,-1.00000000000211
1056,0
1057,-0.999999999997669
1058,1.49999999999872
1059,0
1060,0.99999999999989
1061,-0.99999999999989
1062,1.49999999999872
1063,0.500000000001055
1064,0
1065,0.99999999999989
1066,1.99999999999978
1067,2.49999999999861
1068,0.500000000001055
1069,0.500000000001055
1070,-0.500000000001055
1071,0
1072,-0.500000000001055
1073,0
1074,1.00000000000211
1075,-0.500000000001055
1076,0
1077,0
1078,0
1079,1.99999999999978
1080,1.49999999999872
1081,-1.49999999999872
1082,0.500000000001055
1083,0.999999999997669
1084,-0.999999999997669
1085,-0.500000000001055
1086,1.49999999999872
1087,-0.999999999997669
1088,-1.00000000000211
1089,0
1090,0
1091,0
1092,0.500000000001055
1093,-0.500000000001055
1094,-0.499999999998835
1095,0.499999999998835
1096,0
1097,0.500000000001055
1098,-0.99999999999989
1099,0
1100,0.99999999999989
1101,-0.99999999999989
1102,0
1103,-0.499999999998835
1104,0
1105,0
1106,0
1107,-0.500000000001055
1108,0.500000000001055
1109,-0.500000000001055
1110,-0.500000000001055
1111,0.500000000001055
1112,0.500000000001055
1113,-1.50000000000095
1114,0.499999999998835
1115,1.00000000000211
1116,-0.500000000001055
1117,0.500000000001055
1118,0
1119,0.999999999997669
1120,0
1121,0
1122,-0.499999999998835
1123,0
1124,0.499999999998835
1125,-0.499999999998835
1126,-0.499999999998835
1127,-0.500000000001055
1128,0
1129,-0.99999999999989
1130,-1.50000000000095
1131,-0.499999999998835
1132,0
1133,-0.99999999999989
1134,0
1135,0.99999999999989
1136,0
1137,0.99999999999989
1138,1.49999999999872
1139,-1.49999999999872
1140,-1.49999999999872
1141,0
1142,1.49999999999872
1143,-0.500000000001055
1144,1.00000000000211
1145,0.999999999997669
1146,1.00000000000211
1147,0.499999999998835
1148,-0.499999999998835
1149,0.499999999998835
1150,0.499999999998835
1151,0
1152,-0.499999999998835
1153,-1.50000000000095
1154,0
1155,-1.49999999999872
1156,-0.99999999999989
1157,1.50000000000095
1158,0
1159,0
1160,-1.00000000000211
1161,0
1162,1.50000000000095
1163,-0.499999999998835
1164,-0.500000000001055
1165,0.99999999999989
1166,-0.99999999999989
1167,0
1168,-0.99999999999989
1169,1.50000000000095
1170,0.499999999998835
1171,-1.50000000000095
1172,0
1173,0
1174,1.00000000000211
1175,0.499999999998835
1176,0
1177,-0.99999999999989
1178,0
1179,-0.500000000001055
1180,0
1181,-0.999999999997669
1182,0.999999999997669
1183,0
1184,-0.999999999997669
1185,0
1186,-0.500000000001055
1187,2.50000000000083
1188,0.499999999998835
1189,0
1190,0.499999999998835
1191,-0.499999999998835
1192,-1.50000000000095
1193,0.500000000001055
1194,0
1195,0.99999999999989
1196,0
1197,-0.499999999998835
1198,3.4999999999985
1199,1.49999999999872
1200,-2.99999999999745
1201,-1.50000000000095
1202,1.99999999999978
1203,1.50000000000095
1204,-3.00000000000189
1205,0.500000000001055
1206,0
1207,0.500000000001055
1208,0
1209,-0.500000000001055
1210,0.500000000001055
1211,0
1212,-0.500000000001055
1213,-0.500000000001055
1214,0
1215,0
1216,0
1217,0
1218,0
1219,-1.49999999999872
1220,0.99999999999989
1221,0
1222,0
1223,0.499999999998835
1224,-0.499999999998835
1225,0
1226,0
1227,-0.499999999998835
1228,0.499999999998835
1229,0.99999999999989
1230,-0.500000000001055
1231,-0.499999999998835
1232,0.499999999998835
1233,-0.499999999998835
1234,0
1235,0.499999999998835
1236,-0.499999999998835
1237,0
1238,0.499999999998835
1239,-0.499999999998835
1240,0
1241,0
1242,-0.499999999998835
1243,0
1244,0.499999999998835
1245,-0.499999999998835
1246,0
1247,0.499999999998835
1248,0
1249,-0.499999999998835
1250,0
1251,0
1252,0
1253,0
1254,0.499999999998835
1255,-1.50000000000095
1256,0.500000000001055
1257,0.500000000001055
1258,0.499999999998835
1259,0
1260,0
1261,-0.499999999998835
1262,0.999999999997669
1263,0
1264,4.50000000000284
1265,-3.50000000000072
1266,0.999999999997669
1267,-1.49999999999872
1268,0.99999999999989
1269,0
1270,0
1271,-0.99999999999989
1272,2.50000000000083
1273,-2.50000000000083
1274,1.49999999999872
1275,-0.499999999998835
1276,-0.499999999998835
1277,0.499999999998835
1278,0
1279,0
1280,-0.99999999999989
1281,0
1282,-0.99999999999989
1283,0.499999999998835
1284,0
1285,-0.499999999998835
1286,0.499999999998835
1287,-0.999999999997669
1288,0.499999999998835
1289,0
1290,0
1291,-4.49999999999839
1292,5.49999999999828
1293,-0.99999999999989
1294,0
1295,2.49999999999861
1296,-2.49999999999861
1297,0.99999999999989
1298,-0.99999999999989
1299,-0.499999999998835
1300,0.499999999998835
1301,0.99999999999989
1302,-0.99999999999989
1303,0
1304,0.99999999999989
1305,-0.99999999999989
1306,0
1307,0
1308,0.99999999999989
1309,-0.99999999999989
1310,0.499999999998835
1311,-0.499999999998835
1312,-0.499999999998835
1313,0
1314,0.999999999997669
1315,-0.499999999998835
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,-1.99999999999978
1371,0.499999999998835
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,1.00000000000211
1380,0
1381,-1.00000000000211
1382,0.500000000001055
1383,-0.500000000001055
1384,0
1385,0.500000000001055
1386,0.500000000001055
1387,0.999999999997669
1388,0
1389,0
1390,1.00000000000211
1391,-1.99999999999978
1392,-1.00000000000211
1393,0.500000000001055
1394,0
1395,-0.500000000001055
1396,0
1397,0
1398,0
1399,0.500000000001055
1400,-0.500000000001055
1401,0
1402,0
1403,0
1404,1.00000000000211
1405,-1.00000000000211
1406,-0.999999999997669
1407,0
1408,-0.500000000001055
1409,-0.500000000001055
1410,1.00000000000211
1411,-1.00000000000211
1412,-0.499999999998835
1413,-0.499999999998835
1414,0
1415,0
1416,0
1417,0.499999999998835
1418,-0.99999999999989
1419,-1.49999999999872
1420,0.999999999997669
1421,-0.999999999997669
1422,0
1423,-0.500000000001055
1424,0.500000000001055
1425,-1.00000000000211
1426,0
1427,1.00000000000211
1428,-1.00000000000211
1429,-0.999999999997669
1430,0
1431,0
1432,-1.00000000000211
1433,0.500000000001055
1434,0.500000000001055
1435,0
1436,0
1437,0
1438,-1.00000000000211
1439,1.00000000000211
1440,1.50000000000095
1441,0.99999999999989
1442,0.500000000001055
1443,0.499999999998835
1444,0.499999999998835
1445,0
1446,0
1447,0.500000000001055
1448,-0.500000000001055
1449,-0.499999999998835
1450,-0.499999999998835
1451,0.499999999998835
1452,1.50000000000095
1453,0
1454,-1.99999999999978
1455,1.99999999999978
1456,0
1457,0
1458,-0.500000000001055
1459,0.500000000001055
1460,0.999999999997669
1461,0.500000000001055
1462,0.99999999999989
1463,-0.499999999998835
1464,-0.500000000001055
1465,0.99999999999989
1466,1.50000000000095
1467,0
1468,-0.500000000001055
1469,0
1470,0.500000000001055
1471,-1.00000000000211
1472,-0.999999999997669
1473,0.499999999998835
1474,-0.499999999998835
1475,0.499999999998835
1476,-0.499999999998835
1477,0.499999999998835
1478,-0.499999999998835
1479,0.499999999998835
1480,-0.499999999998835
1481,0.999999999997669
1482,3.00000000000189
1483,-1.50000000000095
1484,-1.99999999999978
1485,0.499999999998835
1486,-0.499999999998835
1487,-0.499999999998835
1488,1.99999999999978
1489,0
1490,2.49999999999861
1491,0.499999999998835
1492,-1.99999999999978
1493,0
1494,-1.99999999999978
1495,1.00000000000211
1496,-0.500000000001055
1497,0.500000000001055
1498,1.49999999999872
1499,-0.500000000001055
1500,0.500000000001055
1501,0.500000000001055
1502,0.499999999998835
1503,0
1504,-0.499999999998835
1505,0.499999999998835
1506,-0.99999999999989
1507,0.500000000001055
1508,0
1509,0.999999999997669
1510,1.00000000000211
1511,1.99999999999978
1512,-1.00000000000211
1513,0
1514,1.00000000000211
1515,-0.499999999998835
1516,1.49999999999872
1517,-2.000000000002
1518,-0.499999999998835
1519,0
1520,-0.99999999999989
1521,1.49999999999872
1522,-0.999999999997669
1523,0
1524,-2.50000000000083
1525,0
1526,-0.500000000001055
1527,0
1528,-0.499999999998835
1529,0.499999999998835
1530,-0.999999999997669
1531,-0.500000000001055
1532,-1.49999999999872
1533,-1.00000000000211
1534,-0.499999999998835
1535,0.499999999998835
1536,0
1537,0
1538,-0.499999999998835
1539,-1.50000000000095
1540,0.500000000001055
1541,1.49999999999872
1542,1.50000000000095
1543,0.99999999999989
1544,-0.500000000001055
1545,-1.99999999999978
1546,1.00000000000211
1547,0.999999999997669
1548,-0.499999999998835
1549,0.499999999998835
1550,0
1551,0.500000000001055
1552,1.49999999999872
1553,0.500000000001055
1554,0.500000000001055
1555,-1.00000000000211
1556,0.500000000001055
1557,0
1558,0.99999999999989
1559,0
1560,-0.99999999999989
1561,0
1562,1.99999999999978
1563,0.500000000001055
1564,-2.50000000000083
1565,0.500000000001055
1566,-0.500000000001055
1567,-0.500000000001055
1568,0.500000000001055
1569,1.49999999999872
1570,0.500000000001055
1571,0.500000000001055
1572,-1.00000000000211
1573,-1.49999999999872
1574,0.500000000001055
1575,0
1576,0.999999999997669
